oldProductId,productNo,productName,categoryName,subcategoryName,shortDescription,listPrice,memberPrice,mainImageUrl,galleryImageUrls,productDescription,specification,shippingType,sourceUrl,capturedAt
"12501","01226","原味夏威夷果","限時優惠快閃區","限時優惠快閃區","商品簡述：
 低溫無油輕烘焙 保留堅果營養價值
原味不添加 香氣濃郁
每日適量堅果 有益身體健康","390","254","/products/12501/main.jpg","/products/12501/gallery-01.jpg|/products/12501/gallery-02.jpg","<br>
<br>
<br>
<br>
輕烘˙慢食˙細品˙饗活<br>
夏威夷果擁有「世界堅果之王」、「乾果皇后」的美稱，栽種過程冗長且收成不易，必須多次採收，再逐一進行去殼篩檢分類，才能得來碩大飽滿的香甜果實。<br>
夏威夷果擁有優質脂肪、蛋白質與膳食纖維，高營養價值，具獨特風味與口感，質地細緻，整顆入口散發淡淡奶香，清脆爽口，一吃就愛上。<br>
<br>
嚴選飽滿大顆粒等級夏威夷果仁，採低溫無油輕烘焙、無調味，保留原始風味與營養，滿足一日所需，不添加防腐劑、甜味劑、漂白劑。<br>
<br>
食用方式：<br>
1.	直接作為零嘴食用，口感飽滿、涮嘴好吃，滿足一日所需。<br>
2.	超大飽滿顆粒，製作夏威夷豆塔，視覺&口感都滿分！<br>
3.	添加於沙拉、穀麥片中，清甜香脆，口感更加分。

<br>","<p><span class=""style1"">原料:</span> 夏威夷果<br>
<br>


<p><span class=""style1"">食品添加物:</span> 無</p>
<br>




<p><span class=""style1"">內容量:</span> 140公克</p>
<p><span class=""style1"">產地:</span> 台灣</p>
<p><span class=""style1"">保存期限:</span> 12個月(係指未開封狀態且正常條件下之保存)<br><br>



<span class=""style1"">注意事項(含保存條件)</span>內有脫氧劑、乾燥劑，請勿食用。 <br>
1.	請置於陰涼乾燥處避免日照，冷藏保存尤佳。<br>
2.	開封後未食用完需冷藏，並請儘快食用完畢。<br>


<br>

<p><span class=""style1"">過敏原資訊:</span> 本產品含堅果。本生產線亦生產含花生、牛奶、芝麻、含麩質之穀物及大豆的產品。
 <br>","
 宅配、 超商取貨","https://www.organicshops.cc/product.aspx?id=12501","2026-07-10T05:57:00.090Z"
"12900","01227","玫瑰鹽三珍果","限時優惠快閃區","限時優惠快閃區","商品簡述：
 低溫無油輕烘焙 保留堅果營養價值
適量玫瑰鹽提味 恰好其食
每日適量堅果 有益身體健康","260","169","/products/12900/main.jpg","/products/12900/gallery-01.jpg|/products/12900/gallery-02.jpg","<br>
<br>
<br>
<br>
*統一生機玫瑰鹽x特選三珍果(腰果/核桃/杏仁)，簡單提味、健康美味<br>
*富含膳食纖維、增加飽足感<br>
*非油炸、低溫輕烘焙，鎖住營養鮮甜<br>
*不添加防腐劑、甜味劑、漂白劑<br>
<br>
輕烘˙慢食˙細品˙饗活<br>
玫瑰鹽 X 三珍果<br>
嚴選來自主要產地，廣受喜愛的腰果、杏仁及核桃，低溫無油輕烘焙，保留堅果清脆口感與營養價值，酌量添加統一生機玫瑰鹽提味，恰好其食。<br>
<br>
腰果：嚴選飽滿大顆粒等級腰果，清香甘甜、提供好的蛋白質來源。<br>
杏仁：嚴選大顆杏仁果，獨特香氣、爽脆口感，富含膳食纖維。<br>
核桃：嚴選高半核比例完整核桃果仁，口感酥脆，補充營養首選。<br>
<br>
不添加防腐劑、甜味劑、漂白劑。<br>
<br>
食用方式：<br>
1.	直接作為零嘴食用，口感飽滿、涮嘴好吃，滿足一日所需。<br>
2.	入菜料理用，堅果蝦鬆、堅果雞丁、義大利麵等，補充營養、增添口感。<br>
3.	添加於沙拉中，清甜香脆，口感更加分。
<br>","<p><span class=""style1"">原料:</span> 腰果、杏仁、核桃、玫瑰鹽<br>
<br>


<p><span class=""style1"">食品添加物:</span> 無</p>
<br>




<p><span class=""style1"">內容量:</span> 150公克</p>
<p><span class=""style1"">產地:</span> 台灣</p>
<p><span class=""style1"">保存期限:</span> 12個月(係指未開封狀態且正常條件下之保存)<br><br>



<span class=""style1"">注意事項(含保存條件)</span>內有脫氧劑、乾燥劑，請勿食用。 <br>
1.	請置於陰涼乾燥處避免日照，冷藏保存尤佳。<br>
2.	開封後未食用完需冷藏，並請儘快食用完畢。<br>


<br>

<p><span class=""style1"">過敏原資訊:</span> 本產品含堅果。本生產線亦生產含花生、牛奶、芝麻、含麩質之穀物及大豆的產品。
 <br>","
 宅配、 超商取貨","https://www.organicshops.cc/product.aspx?id=12900","2026-07-10T05:57:15.250Z"
"11840","01228","玫瑰鹽腰果","限時優惠快閃區","限時優惠快閃區","商品簡述：
 低溫無油輕烘焙 保留堅果營養價值
適量玫瑰鹽提味 恰好其食
每日適量堅果 有益身體健康","290","189","/products/11840/main.jpg","/products/11840/gallery-01.jpg|/products/11840/gallery-02.jpg","<br>
<br>
<br>
<br>
輕烘˙慢食˙細品˙饗活<br>
玫瑰鹽 X 大顆粒腰果<br>
嚴選主要產地飽滿大顆粒等級腰果，清香甘甜，採低溫無油輕烘焙，保留腰果清脆口感與營養價值，酌量添加統一生機玫瑰鹽提味，恰好其食。<br>
<br>
不添加防腐劑、甜味劑、漂白劑。<br>
<br>
食用方式：<br>
1.	直接作為零嘴食用，口感飽滿、涮嘴好吃，滿足一日所需。<br>
2.	入菜料理用，甜椒腰果雞丁、義大利麵等，補充營養、增添口感。<br>
3.	添加於沙拉中，清甜香脆，口感更加分。


<br>","<p><span class=""style1"">原料:</span> 腰果、玫瑰鹽<br>
<br>


<p><span class=""style1"">食品添加物:</span> 無</p>
<br>




<p><span class=""style1"">內容量:</span> 170公克</p>
<p><span class=""style1"">產地:</span> 台灣</p>
<p><span class=""style1"">保存期限:</span> 12個月(係指未開封狀態且正常條件下之保存)<br><br>



<span class=""style1"">注意事項(含保存條件)</span>內有脫氧劑、乾燥劑，請勿食用。 <br>
1.	請置於陰涼乾燥處避免日照，冷藏保存尤佳。<br>
2.	開封後未食用完需冷藏，並請儘快食用完畢。<br>


<br>

<p><span class=""style1"">過敏原資訊:</span> 本產品含堅果。本生產線亦生產含花生、牛奶、芝麻、含麩質之穀物及大豆的產品。
 <br>","
 宅配、 超商取貨","https://www.organicshops.cc/product.aspx?id=11840","2026-07-10T05:57:28.626Z"
"12901","01229","原味胡桃","限時優惠快閃區","限時優惠快閃區","商品簡述：
 低溫無油輕烘焙 保留堅果營養價值
嚴選大顆粒去殼胡桃、原味無添加、酥脆可口
每日適量堅果 有益身體健康","350","228","/products/12901/main.jpg","/products/12901/gallery-01.jpg|/products/12901/gallery-02.jpg","<br>
<br>
<br>
<br>
輕烘˙慢食˙細品˙饗活<br>
嚴選完整大顆粒去殼胡桃，歷經多道程序的把關，從採收果實、機器脫殼、篩選大顆果仁至原料溫控保鮮，20多年來，秉持著耗時耗人力的低溫輕烘焙工法、不破壞營養價值的堅持，希望送到消費者手中、入口的每一口，都能感受到堅果的香甜滋味。<br>
<br>
不添加防腐劑、甜味劑、漂白劑，富含膳食纖維。<br>
<br>
食用方式：<br>
1.	直接作為零嘴食用，口感飽滿、涮嘴好吃，滿足一日所需。<br>
2.	入菜料理或添加進甜點，補充營養、更增添口感：胡桃派、胡桃巧克力布朗尼、胡桃辣炒雞丁。<br>
3.	添加於沙拉中，清甜香脆，口感更加分。<br>

<br>","<p><span class=""style1"">原料:</span> 胡桃<br>
<br>


<p><span class=""style1"">食品添加物:</span> 無</p>
<br>




<p><span class=""style1"">內容量:</span> 140公克</p>
<p><span class=""style1"">產地:</span> 台灣</p>
<p><span class=""style1"">保存期限:</span> 12個月(係指未開封狀態且正常條件下之保存)<br><br>



<span class=""style1"">注意事項(含保存條件)</span>內有脫氧劑、乾燥劑，請勿食用。 <br>
1.	請置於陰涼乾燥處避免日照，冷藏保存尤佳。<br>
2.	開封後未食用完需冷藏，並請儘快食用完畢。<br>


<br>

<p><span class=""style1"">過敏原資訊:</span> 本產品含堅果。本生產線亦生產含花生、牛奶、芝麻、含麩質之穀物及大豆的產品。
 <br>","
 宅配、 超商取貨","https://www.organicshops.cc/product.aspx?id=12901","2026-07-10T05:57:39.934Z"
"12898","01269","珍饌四果","限時優惠快閃區","限時優惠快閃區","商品簡述：
 嚴選杏仁、核桃、腰果、夏威夷豆，搭配椰香×薄鹽清爽調味","150","128","/products/12898/main.jpg","/products/12898/gallery-01.jpg|/products/12898/gallery-02.jpg","✔ 四種堅果一次補充，超方便<br>
✔ 每份23.4g 含蛋白質 4.5g<br>
✔ 每日一把，輕鬆補充營養
簡單調味，剛剛好的日常堅果<br>
椰香的柔和、薄鹽的清爽，交織出不膩口的剛剛好風味。<br>
嚴選四款堅果(杏仁、核桃、腰果、夏威夷豆)，每一口都有不同層次，<br>
酥脆中帶點溫潤，越吃越順口。<br>
低溫慢焙，保留堅果營養<br>
每日一把，隨時補給剛剛好的能量。<br>
<br>
✔ 每份23.4g含蛋白質4.5g<br>
✔ 每日一把，輕鬆補充營養<br><br>

不論上班、通勤或分享時刻，都是剛剛好的陪伴。
<br>
<br>
<br>","<p><span class=""style1"">原料:</span>杏仁、核桃、腰果、夏威夷豆、椰子油、食鹽<br>

<br><br>

<p><span class=""style1"">規格:</span>117G</p>
<p><span class=""style1"">產地:</span> 台灣</p>
<p><span class=""style1"">保存期限:</span> 12個月(係指未開封狀態請正常條件下之保存)<br>
<br>

<p><span class=""style1"">注意事項：</span> <br>
1.請置於陰涼乾燥處避免日照，冷藏保存尤佳。
2.開封後未食用完畢需冷藏，並請儘快食用完畢。
3.內有脫氧劑，請勿食用。
4.本產品可能含有果核或果殼，請小心食用。
<br><br>



<p><span class=""style1"">過敏原資訊：</span><br>
本產品含堅果。
本生產線亦生產含芒果、花生、奶製品、蛋、芝麻、含麩質之穀物、大豆、魚類及二氧化硫的產品。","
 宅配、 超商取貨","https://www.organicshops.cc/product.aspx?id=12898","2026-07-10T05:57:55.175Z"
"12899","01270","楓糖腰果","限時優惠快閃區","限時優惠快閃區","商品簡述：
 嚴選完整腰果，輕裹加拿大楓糖，香甜酥脆，口感清爽不膩","150","128","/products/12899/main.jpg","/products/12899/gallery-01.jpg|/products/12899/gallery-02.jpg","✔ 採用加拿大楓糖，濃郁香醇<br>
✔ 每份21g 含7.4g不飽和脂肪酸及0.9g膳食纖維<br>
打開的瞬間，是楓糖的溫潤甜香，<br>
咬下去，是酥脆腰果的滿足聲響。<br>
<br>
選用完整果實，搭配加拿大楓糖輕柔包裹，<br>
甜甜的、脆脆的，剛剛好的幸福感。<br><br>

一邊享受美味，也悄悄補充營養：<br>
每份21g含7.4g不飽和脂肪酸及0.9g 膳食纖維，輕鬆補給。<br>
<br>
金黃酥脆 口感滿分<br>
把好吃分享出去，就是最簡單的快樂。<br>
<br>
<br>","<p><span class=""style1"">原料:</span>腰果、蔗糖、棕櫚油、乙醯化己二酸二澱粉、麥芽糊精、蜂蜜、鹽、楓糖、蜂蜜粉(蔗糖、麥芽糊精、蜂蜜、氧化澱粉、香料、焦糖色素)、二氧化矽、麥芽寡醣、小麥纖維、複方香料(葡萄糖、香料、焦糖色素)、乙基麥芽醇(香料)、乙基香莢蘭醛(香料)、玉米糖膠<br>


<br><br>

<p><span class=""style1"">規格:</span>105g/袋</p>
<p><span class=""style1"">產地:</span> 台灣</p>
<p><span class=""style1"">保存期限:</span> 360天(係指未開封狀態且正常條件下之保存)<br>
<br>

<p><span class=""style1"">注意事項：</span> <br>
1.請置於陰涼乾燥處避免日照，冷藏保存尤佳。<br>
2.開封後未食用完畢需冷藏、並請儘快食用完畢。<br>
3.內有脫氧劑，請勿食用。<br>
4.本產品可能含有果核或果殼，請小心食用。<br><br>



<p><span class=""style1"">過敏原資訊：</span><br>
本產品含有堅果類及含麩質之穀物製品；<br>
該工廠亦生產含有甲殼類、芒果、花生、牛奶、蛋、芝麻、大豆、魚類、二氧化硫製品。","
 宅配、 超商取貨","https://www.organicshops.cc/product.aspx?id=12899","2026-07-10T05:58:01.857Z"
"12877","01157","果然優蜜棗乾(罐)","限時優惠快閃區","限時優惠快閃區","商品簡述：
 1.又稱黑棗，低脂肪並富含膳食纖維
2.特殊製程，不添加己二烯酸鉀等防腐劑
3.精湛去籽技術，軟嫩Q彈","340","204","/products/12877/main.jpg","/products/12877/gallery-01.jpg","<br>
<br>
<br>
(1) 非蜜餞產品，不甜膩，不黏手，Q彈有嚼勁。<br>
(2) 高纖：富含膳食纖維，促進腸道蠕動，使排便順暢。<br>
(3) 不添加人工色素、人工香料、防腐劑。<br>
(4) 鐵罐新裝、完整密封、充氮保鮮、品質提升。</span></p>

<p>顆粒大、肉質厚實；陽光日曬而成，非蜜餞產品，不添加人工色素、人工香料、防腐劑，呈現原始的口感與滋味,可增加飽足感，促進腸道蠕動，是需補充膳食纖維的補充來源。</p>
<br>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/HlDphRig0yY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>","<span class=""style1"">原料:</span>蜜棗乾<br>
<BR><br>

<p><span class=""style1"">保存期間:</span> 12個月<span class=""style1""><br>
</span><span class=""style1"">規格: </span>400公克/罐<br>
<p><span class=""style1"">產地:</span> 智利<br>

<br>
<span class=""style1"">注意事項: </span>
 <li>開封後未食用完需冷藏並儘快食用完畢。 </li>
  <li>內含脫氧劑，請勿食用。 </li>
  <li>可能有籽或籽碎片，食用時請小心注意。 </li>
  <li>表面若有結晶為果實糖分析出現象。 </li>
  <li>開罐及取用時請留意拉環與開口邊緣。 </li>
</ol>","
 宅配、 超商取貨","https://www.organicshops.cc/product.aspx?id=12877","2026-07-10T05:58:08.545Z"
"12823","23240","Coco dee Salam 椰子水(6件組)","限時優惠快閃區","限時優惠快閃區","商品簡述：
 泰國知名椰子水品牌：Coco dee Salam，泰國原裝進口，品質有保證!
使用泰國100%新鮮椰子，添加泰國當地椰子特有品種-香水椰子，椰香沁心，清甜爽口
果汁含量100%，非濃縮還原，新鮮喝得到!","720","510","/products/12823/main.jpg","/products/12823/gallery-01.jpg|/products/12823/gallery-02.jpg|/products/12823/gallery-03.jpg|/products/12823/gallery-04.jpg","<br>
<br>
除了市面上的椰子水，你可以有更好的選擇!<br><br>

嚴選統一企業集團泰國公司生產知名椰子水品牌：Coco dee Salam，泰國原裝進口，品質有保證，深受國際市場好評。<br><br>

Coco dee Salam椰子水使用泰國100%新鮮椰子，精心挑選優良椰子品種，用心栽種，每顆椰子都是以人工採摘，篩選符合標準之椰子，製做成Coco dee Salam椰子水。<br><br>

獨家黃金比例，添加泰國當地椰子特有品種-香水椰子，清香椰子，香甜滋味，在口中的極致享受，彷彿來到海島般的清新舒暢，日常補水不負擔，清爽解渴，適合運動後補充，香甜滋味魅力無法擋!","<strong class=""style1"">原料：</strong>椰子水<br />

 <strong class=""style1"">食品添加物：</strong>無 <br />
  <strong class=""style1"">規格（內容量）：</strong>1公升/瓶<br />
  <strong class=""style1"">產地：</strong>泰國<strong> </strong><br>

<br>
<br>

<br>
  <span class=""style1""><strong>保存期間：</strong></span><strong>15個月（保存期間係指未開封狀態且正常條件下之保存）</strong> 

<br><span class=""style1"">注意事項: </span><br>
(1)	開封後請放置冷藏，並請儘速飲用完畢。<br>
(2)	產品風味和色澤會隨季節有些許不同，為正常現象。
<br>
<br>

  <strong class=""style1"">過敏原資訊：</strong>本產品含堅果。<strong> </strong><br />","
 宅配、 超商取貨","https://www.organicshops.cc/product.aspx?id=12823","2026-07-10T05:58:18.121Z"
"12808","08329","智利鮭魚輪切M(250g)(商品效期2026/10/01)","限時優惠快閃區","限時優惠快閃區","商品簡述：
 鮭魚有油脂、蛋白質及OMEGA-3，被視為優質的蛋白質來源之一。","425","169","/products/12808/main.jpg","/products/12808/gallery-01.jpg|/products/12808/gallery-02.jpg","<br>
<br>
<br>
「鮭魚」是國人熟悉且喜愛的食用魚種之一，其魚肉有油脂、蛋白質及OMEGA-3，被視為優質的蛋白質來源之一。料理方式多樣化，中、西式料理皆宜，更是國人冰箱中不可或缺的食材之一。<br>
<br>
統一生機優質鮭魚來自清澈、冰涼的智利海域，因海水溫度低，使鮭魚肉本身油脂豐富，肉質滑嫩鮮美、不乾柴，捕撈後急速冷凍，以保持魚肉的新鮮與美味。
<br>
<br>
為了讓您更安心的食用，我們的鮭魚定期安排檢驗，動物用藥、重金屬及抗生素皆檢驗合格，請您與家人一同享用這五星級的美味。<br>
<br>
我們的智利鮭魚輪切厚度約2.5公分，厚度適中，料理方便，口感更佳。




</p>","<p><span class=""style1"">原料: </span>鮭魚</p>

<p><span class=""style1"">內容量:</span> 250公克/包</p>
<p><span class=""style1"">原產地: </span>智利</p>
<p><span class=""style1"">保存期間:</span> 12個月</p>
<p><span class=""style1"">食品添加物: </span>無<br>
<br>
<span class=""style1"">加熱調理條件:</span><br>
1.解凍後，使用煎、烤、蒸、煮湯方式加熱至熟即可。<br>
2.加熱調理條件請視實際狀況做調整。<br>
<br>
<span class=""style1"">保存方法及條件:</span>須冷凍於-18℃以下，保存期間係指未開封前在-18℃以下可保存天數，開封後請儘快食用以確保品質。<br>
<br>

<span class=""style1"">過敏原資訊:</span>本產品含魚類。<br>

<br><span class=""style1"">注意事項: </span><br>
1.避免存放在高溫或日光直射處<br>
2.有魚刺，請小心食用<br>","
 宅配、 超商取貨","https://www.organicshops.cc/product.aspx?id=12808","2026-07-10T05:58:32.152Z"
"12677","17048","有機枸杞原汁(10件組)","限時優惠快閃區","限時優惠快閃區","商品簡述：
 *100%有機枸杞鮮果壓榨，不加水、蔗糖，非濃縮還原
*不添加防腐劑、人工色素及香料
*每包(30ml)相當於90公克新鮮枸杞
*軟袋隨身包，隨時補充枸杞精華","7200","3500","/products/12677/main.jpg","/products/12677/gallery-01.jpg|/products/12677/gallery-02.jpg","<br>
<br>
<br>
<br>
喝的枸杞新上市！隨時補充枸杞精華<br>
一天一包，營養補給、健康維持，生活晶彩明亮！<br>
眾多使用枸杞之愛好者敲碗已久的「有機枸杞原汁」上市囉！統一生機特別挑選不使用農藥和化學肥料栽種之有機枸杞鮮果，來自地廣人稀的枸杞之鄉-青海，枸杞鮮果皮薄易破，須全程手工採摘，經物理式兩道研磨，口感細緻滑順，不添加水、蔗糖，非濃縮還原，100%來自有機枸杞鮮果。<br>
<br>
不添加防腐劑、人工色素及香料，不添加人工添加物，安心實在。<br>
使用軟袋隨身包，特別推薦給需要營養補充者、忙碌的上班族，一天一包，方便好攜帶！<br>
*精選無農藥和化肥栽培有機枸杞鮮果，手工採摘，冷鏈運輸專業加工。<br>
*不加水物理式兩道細緻研磨，滿滿枸杞鮮果精華。<br>
*不添加防腐劑、人工色素及香料；不添加檸檬酸、維生素Ｃ，風味純粹。<br>
*軟袋隨身包，方便隨時補充營養，每包(30ml)枸杞汁，相當於90公克枸杞(約80顆)。<br>



<br>
有機驗證機構名稱：采園生態驗證有限公司  <br>
驗證證書字號：1-008-202001
<br>","<strong class=""style1"">原料：</strong>有機枸杞(中國)<br />

 <strong class=""style1"">食品添加物：</strong>無 <br />
  <strong class=""style1"">規格（內容量）：</strong>30毫升*10包/盒 <br />
  <strong class=""style1"">原產地(國)：</strong>中國大陸<strong> </strong><br />
  <span class=""style1""><strong>保存期間：</strong></span><strong>18個月</strong>
<br>
<br>
<br>
<br><span class=""style1"">注意事項: </span><br>
*請置於乾燥陰涼處、避免陽光直射。<br>
*開封後請儘快飲用完畢，冷藏後風味更佳。<br>
*本產品為枸杞鮮果壓榨而成，如有果肉沉澱屬自然現象。<br>
*建議用量一天一包，飯後飲用。<br>
*孕婦可飲用，一歲以下幼兒不建議飲用；若有疾病、服用藥物或肝腎功能不佳者食用前請先諮詢醫師。<br>

<br>
 <strong class=""style1"">過敏原資訊：</strong>無 <br />","
 宅配、 超商取貨","https://www.organicshops.cc/product.aspx?id=12677","2026-07-10T05:58:43.404Z"
